# sample_index	input	output
121111	353	353
121112	140	0
121113	18	0
121114	67	0
121115	18	0
121116	147	0
121117	8	0
121118	333	333
121119	76	0
121120	85	0
121121	17	0
121122	62	0
121123	439	439
121124	259	0
121125	187	0
121126	172	0
121127	315	0
121128	46	0
121129	74	0
121130	70	0
121131	113	0
121132	75	0
121133	91	0
121134	20	0
121135	278	0
121136	237	0
121137	74	0
121138	50	0
121139	429	429
121140	385	385
121141	203	0
121142	10	0
121143	44	0
121144	88	0
121145	5	0
121146	33	0
121147	243	0
121148	335	335
121149	133	0
121150	164	0
121151	254	0
121152	44	0
121153	28	0
121154	226	0
121155	272	0
121156	33	0
121157	11	0
121158	110	0
121159	5	0
121160	134	0
121161	203	0
121162	154	0
121163	155	0
121164	104	0
121165	648	648
121166	152	0
121167	133	0
121168	8	0
121169	96	0
121170	101	0
121171	758	758
121172	6	0
121173	500	500
121174	92	0
121175	189	0
121176	90	0
121177	395	395
121178	289	0
121179	177	0
121180	71	0
121181	216	0
121182	614	614
121183	748	748
121184	51	0
121185	188	0
121186	123	0
121187	186	0
121188	85	0
121189	183	0
121190	84	0
121191	130	0
121192	91	0
121193	115	0
121194	133	0
121195	184	0
121196	314	0
121197	2	0
121198	287	0
121199	13	0
121200	34	0
121201	375	375
121202	46	0
121203	188	0
121204	98	0
121205	196	0
121206	17	0
121207	109	0
121208	50	0
121209	100	0
121210	36	0
121211	231	0
121212	322	322
121213	0	0
121214	9	0
121215	18	0
121216	129	0
121217	155	0
121218	55	0
121219	15	0
121220	29	0
121221	124	0
121222	37	0
121223	423	423
121224	526	526
121225	221	0
121226	234	0
121227	195	0
121228	7	0
121229	27	0
121230	24	0
121231	233	0
121232	599	599
121233	17	0
121234	117	0
121235	119	0
121236	56	0
121237	27	0
121238	2	0
121239	596	596
121240	42	0
121241	156	0
121242	170	0
121243	130	0
121244	328	328
121245	30	0
121246	474	474
121247	375	375
121248	685	685
121249	10	0
121250	299	0
121251	359	359
121252	514	514
121253	228	0
121254	220	0
121255	78	0
121256	17	0
121257	211	0
121258	348	348
121259	24	0
121260	515	515
121261	66	0
121262	601	601
121263	74	0
121264	875	875
121265	194	0
121266	44	0
121267	7	0
121268	74	0
121269	179	0
121270	408	408
121271	571	571
121272	33	0
121273	226	0
121274	240	0
121275	83	0
121276	42	0
121277	868	868
121278	199	0
121279	107	0
121280	89	0
121281	123	0
121282	14	0
121283	188	0
121284	313	0
121285	32	0
121286	154	0
121287	58	0
121288	39	0
121289	66	0
121290	347	347
121291	85	0
121292	39	0
121293	272	0
121294	1	0
121295	16	0
121296	473	473
121297	12	0
121298	293	0
121299	43	0
121300	6	0
121301	66	0
121302	163	0
121303	63	0
121304	266	0
121305	74	0
121306	125	0
121307	93	0
121308	2	0
121309	109	0
121310	171	0
121311	1027	1027
121312	19	0
121313	55	0
121314	84	0
121315	27	0
121316	187	0
121317	325	325
121318	473	473
121319	210	0
121320	2	0
121321	229	0
121322	773	773
121323	65	0
121324	66	0
121325	5	0
121326	221	0
121327	671	671
121328	48	0
121329	203	0
121330	92	0
121331	65	0
121332	239	0
121333	17	0
121334	250	0
121335	127	0
121336	93	0
121337	47	0
121338	116	0
121339	68	0
121340	55	0
121341	100	0
121342	78	0
121343	95	0
121344	199	0
121345	84	0
121346	198	0
121347	394	394
121348	285	0
121349	46	0
121350	267	0
121351	195	0
121352	412	412
121353	654	654
121354	2	0
121355	201	0
121356	237	0
121357	66	0
121358	279	0
121359	9	0
121360	157	0
121361	69	0
121362	432	432
121363	184	0
121364	499	499
121365	118	0
121366	75	0
121367	75	0
121368	79	0
121369	207	0
121370	161	0
121371	8	0
121372	69	0
121373	183	0
121374	59	0
121375	195	0
121376	255	0
121377	311	0
121378	617	617
121379	33	0
121380	46	0
121381	250	0
121382	379	379
121383	8	0
121384	458	458
121385	52	0
121386	101	0
121387	30	0
121388	178	0
121389	383	383
121390	158	0
121391	138	0
121392	197	0
121393	9	0
121394	176	0
121395	42	0
121396	72	0
121397	43	0
121398	268	0
121399	58	0
121400	101	0
121401	87	0
121402	111	0
121403	59	0
121404	78	0
121405	23	0
121406	290	0
121407	16	0
121408	164	0
121409	4	0
121410	97	0
121411	190	0
121412	164	0
121413	9	0
121414	145	0
121415	174	0
121416	39	0
121417	162	0
121418	121	0
121419	820	820
121420	100	0
121421	186	0
121422	469	469
121423	93	0
121424	30	0
121425	312	0
121426	28	0
121427	34	0
121428	268	0
121429	80	0
121430	111	0
121431	25	0
121432	68	0
121433	21	0
121434	349	349
121435	197	0
121436	211	0
121437	191	0
121438	59	0
121439	663	663
121440	276	0
121441	107	0
121442	256	0
121443	34	0
121444	178	0
121445	101	0
121446	65	0
121447	74	0
121448	136	0
121449	374	374
121450	61	0
121451	1014	1014
121452	156	0
121453	647	647
121454	546	546
121455	248	0
121456	266	0
121457	536	536
121458	5	0
121459	17	0
121460	7	0
121461	197	0
121462	348	348
121463	146	0
121464	103	0
121465	25	0
121466	256	0
121467	201	0
121468	65	0
121469	145	0
121470	105	0
121471	86	0
121472	274	0
121473	31	0
121474	609	609
121475	38	0
121476	64	0
121477	52	0
121478	97	0
121479	164	0
121480	96	0
121481	32	0
121482	256	0
121483	227	0
121484	40	0
121485	52	0
121486	363	363
121487	176	0
121488	18	0
121489	138	0
121490	114	0
121491	297	0
121492	57	0
121493	373	373
121494	153	0
121495	30	0
121496	337	337
121497	108	0
121498	260	0
121499	142	0
121500	295	0
121501	316	0
121502	148	0
121503	135	0
121504	195	0
121505	355	355
121506	12	0
121507	78	0
121508	90	0
121509	318	0
121510	280	0
121511	89	0
121512	208	0
121513	115	0
121514	195	0
121515	321	321
121516	52	0
121517	5	0
121518	615	615
121519	71	0
121520	191	0
121521	69	0
121522	7	0
121523	234	0
121524	86	0
121525	454	454
121526	250	0
121527	95	0
121528	69	0
121529	268	0
121530	275	0
121531	51	0
121532	22	0
121533	192	0
121534	127	0
121535	10	0
121536	7	0
121537	37	0
121538	33	0
121539	68	0
121540	27	0
121541	5	0
121542	167	0
121543	15	0
121544	736	736
121545	101	0
121546	286	0
121547	138	0
121548	102	0
121549	67	0
121550	304	0
121551	85	0
121552	25	0
121553	277	0
121554	522	522
121555	322	322
121556	124	0
121557	144	0
121558	166	0
121559	131	0
121560	84	0
121561	54	0
121562	467	467
121563	374	374
121564	373	373
121565	1288	1288
121566	18	0
121567	197	0
121568	67	0
121569	236	0
121570	410	410
121571	77	0
121572	148	0
121573	41	0
121574	41	0
121575	135	0
121576	82	0
121577	555	555
121578	323	323
121579	77	0
121580	159	0
121581	207	0
121582	695	695
121583	100	0
121584	11	0
121585	57	0
121586	50	0
121587	140	0
121588	21	0
121589	732	732
121590	90	0
121591	212	0
121592	100	0
121593	69	0
121594	211	0
121595	107	0
121596	67	0
121597	155	0
121598	65	0
121599	358	358
121600	24	0
121601	277	0
121602	29	0
121603	169	0
121604	98	0
121605	302	0
121606	233	0
121607	257	0
121608	430	430
121609	75	0
121610	60	0
121611	173	0
121612	281	0
121613	93	0
121614	18	0
121615	147	0
121616	210	0
121617	257	0
121618	193	0
121619	73	0
121620	107	0
121621	132	0
121622	32	0
121623	7	0
121624	171	0
121625	74	0
121626	4	0
121627	327	327
121628	268	0
121629	260	0
121630	237	0
121631	191	0
121632	345	345
121633	147	0
121634	102	0
121635	486	486
121636	218	0
121637	4	0
121638	184	0
121639	234	0
121640	95	0
121641	10	0
121642	123	0
121643	21	0
121644	6	0
121645	115	0
121646	161	0
121647	10	0
121648	237	0
121649	220	0
121650	53	0
121651	194	0
121652	325	325
121653	160	0
121654	74	0
121655	96	0
121656	150	0
121657	267	0
121658	32	0
121659	99	0
121660	206	0
121661	33	0
121662	126	0
121663	1	0
121664	235	0
121665	5	0
121666	258	0
121667	42	0
121668	28	0
121669	258	0
121670	398	398
121671	271	0
121672	55	0
121673	234	0
121674	577	577
121675	28	0
121676	42	0
121677	52	0
121678	688	688
121679	598	598
121680	77	0
121681	69	0
121682	67	0
121683	34	0
121684	160	0
121685	519	519
121686	383	383
121687	33	0
121688	411	411
121689	245	0
121690	210	0
121691	377	377
121692	17	0
121693	305	0
121694	474	474
121695	147	0
121696	187	0
121697	136	0
121698	390	390
121699	44	0
121700	608	608
121701	481	481
121702	29	0
121703	43	0
121704	227	0
121705	21	0
121706	584	584
121707	436	436
121708	227	0
121709	205	0
121710	289	0
121711	277	0
121712	261	0
121713	273	0
121714	25	0
121715	355	355
121716	232	0
121717	37	0
121718	1	0
121719	3	0
121720	90	0
121721	155	0
121722	464	464
121723	38	0
121724	173	0
121725	510	510
121726	135	0
121727	356	356
121728	128	0
121729	184	0
121730	61	0
121731	54	0
121732	112	0
121733	125	0
121734	207	0
121735	194	0
121736	39	0
121737	639	639
121738	136	0
121739	59	0
121740	92	0
121741	22	0
121742	772	772
121743	7	0
121744	66	0
121745	33	0
121746	245	0
121747	24	0
121748	43	0
121749	201	0
121750	93	0
121751	161	0
121752	553	553
121753	53	0
121754	143	0
121755	52	0
121756	72	0
121757	663	663
121758	154	0
121759	78	0
121760	369	369
121761	242	0
121762	70	0
121763	556	556
121764	443	443
121765	167	0
121766	608	608
121767	19	0
121768	25	0
121769	174	0
121770	43	0
121771	54	0
121772	122	0
121773	16	0
121774	52	0
121775	4	0
121776	54	0
121777	69	0
121778	74	0
121779	150	0
121780	21	0
121781	202	0
121782	64	0
121783	175	0
121784	60	0
121785	5	0
121786	563	563
121787	168	0
121788	163	0
121789	253	0
121790	452	452
121791	258	0
121792	143	0
121793	62	0
121794	388	388
121795	171	0
121796	325	325
121797	919	919
121798	70	0
121799	327	327
121800	127	0
121801	194	0
121802	82	0
121803	966	966
121804	121	0
121805	3	0
121806	66	0
121807	285	0
121808	71	0
121809	39	0
121810	83	0
121811	22	0
121812	514	514
121813	210	0
121814	155	0
121815	32	0
121816	57	0
121817	113	0
121818	103	0
121819	397	397
121820	10	0
121821	78	0
121822	125	0
121823	260	0
121824	60	0
121825	8	0
121826	219	0
121827	132	0
121828	100	0
121829	24	0
121830	6	0
121831	100	0
121832	412	412
121833	90	0
121834	485	485
121835	245	0
121836	8	0
121837	127	0
121838	372	372
121839	279	0
121840	289	0
121841	315	0
121842	174	0
121843	362	362
121844	169	0
121845	311	0
121846	49	0
121847	298	0
121848	30	0
121849	29	0
121850	36	0
121851	152	0
121852	31	0
121853	248	0
121854	248	0
121855	156	0
121856	185	0
121857	74	0
121858	17	0
121859	38	0
121860	90	0
121861	32	0
121862	507	507
121863	277	0
121864	483	483
121865	159	0
121866	186	0
121867	718	718
121868	91	0
121869	174	0
121870	8	0
121871	94	0
121872	92	0
121873	240	0
121874	53	0
121875	82	0
121876	78	0
121877	17	0
121878	111	0
121879	318	0
121880	44	0
121881	166	0
121882	427	427
121883	98	0
121884	1571	1571
121885	301	0
121886	94	0
121887	87	0
121888	36	0
121889	274	0
121890	42	0
121891	51	0
121892	166	0
121893	124	0
121894	20	0
121895	9	0
121896	472	472
121897	176	0
121898	63	0
121899	82	0
121900	31	0
121901	155	0
121902	185	0
121903	36	0
121904	109	0
121905	91	0
121906	195	0
121907	65	0
121908	136	0
121909	59	0
121910	170	0
121911	1	0
121912	393	393
121913	53	0
121914	67	0
121915	3	0
121916	82	0
121917	385	385
121918	169	0
121919	38	0
121920	34	0
121921	427	427
121922	271	0
121923	42	0
121924	5	0
121925	95	0
121926	163	0
121927	93	0
121928	79	0
121929	132	0
121930	249	0
121931	253	0
121932	29	0
121933	408	408
121934	35	0
121935	355	355
121936	124	0
121937	122	0
121938	669	669
121939	23	0
121940	96	0
121941	105	0
121942	123	0
121943	384	384
121944	191	0
121945	728	728
121946	193	0
121947	557	557
121948	45	0
121949	260	0
121950	380	380
121951	5	0
121952	466	466
121953	36	0
121954	8	0
121955	206	0
121956	148	0
121957	100	0
121958	73	0
121959	311	0
121960	206	0
121961	124	0
121962	107	0
121963	593	593
121964	365	365
121965	270	0
121966	63	0
121967	22	0
121968	149	0
121969	0	0
121970	51	0
121971	253	0
121972	82	0
121973	244	0
121974	37	0
121975	338	0
121976	480	480
121977	484	484
121978	144	0
121979	31	0
121980	155	0
121981	45	0
121982	414	414
121983	64	0
121984	82	0
121985	259	0
121986	134	0
121987	112	0
121988	234	0
121989	17	0
121990	222	0
121991	191	0
121992	168	0
121993	18	0
121994	113	0
121995	299	0
121996	627	627
121997	1	0
121998	1	0
121999	21	0
122000	274	0
122001	61	0
122002	34	0
122003	6	0
122004	288	0
122005	264	0
122006	16	0
122007	55	0
122008	38	0
122009	374	374
122010	32	0
122011	46	0
122012	61	0
122013	300	0
122014	556	556
122015	133	0
122016	63	0
122017	206	0
122018	15	0
122019	10	0
122020	44	0
122021	123	0
122022	263	0
122023	1075	1075
122024	190	0
122025	92	0
122026	245	0
122027	162	0
122028	104	0
122029	62	0
122030	182	0
122031	366	366
122032	119	0
122033	22	0
122034	19	0
122035	590	590
122036	99	0
122037	166	0
122038	28	0
122039	403	403
122040	238	0
122041	190	0
122042	253	0
122043	290	0
122044	145	0
122045	413	413
122046	199	0
122047	730	730
122048	159	0
122049	129	0
122050	0	0
122051	19	0
122052	254	0
122053	382	382
122054	6	0
122055	52	0
122056	17	0
122057	84	0
122058	64	0
122059	557	557
122060	58	0
122061	95	0
122062	315	0
122063	106	0
122064	93	0
122065	158	0
122066	169	0
122067	352	352
122068	20	0
122069	234	0
122070	59	0
122071	122	0
122072	64	0
122073	47	0
122074	505	505
122075	80	0
122076	0	0
122077	142	0
122078	39	0
122079	301	0
122080	203	0
122081	504	504
122082	79	0
122083	540	540
122084	59	0
122085	880	880
122086	691	691
122087	27	0
122088	4	0
122089	47	0
122090	104	0
122091	50	0
122092	227	0
122093	643	643
122094	126	0
122095	133	0
122096	91	0
122097	251	0
122098	61	0
122099	115	0
122100	259	0
122101	11	0
122102	247	0
122103	251	0
122104	185	0
122105	615	615
122106	67	0
122107	95	0
122108	724	724
122109	131	0
122110	268	0
122111	0	0
122112	272	0
122113	547	547
122114	120	0
122115	389	389
122116	298	0
122117	17	0
122118	187	0
122119	65	0
122120	111	0
122121	82	0
122122	39	0
122123	84	0
122124	8	0
122125	209	0
122126	155	0
122127	67	0
122128	19	0
122129	133	0
122130	306	0
122131	53	0
122132	80	0
122133	105	0
122134	53	0
122135	315	0
122136	89	0
122137	26	0
122138	84	0
122139	35	0
122140	8	0
122141	44	0
122142	211	0
122143	368	368
122144	65	0
122145	103	0
122146	205	0
122147	191	0
122148	148	0
122149	120	0
122150	152	0
122151	189	0
122152	7	0
122153	82	0
122154	171	0
122155	34	0
122156	223	0
122157	156	0
122158	671	671
122159	101	0
122160	76	0
122161	107	0
122162	18	0
122163	177	0
122164	524	524
122165	158	0
122166	102	0
122167	88	0
122168	340	340
122169	121	0
122170	87	0
122171	227	0
122172	279	0
122173	34	0
122174	459	459
122175	52	0
122176	221	0
122177	59	0
122178	34	0
122179	719	719
122180	307	0
122181	39	0
122182	551	551
122183	26	0
122184	261	0
122185	344	344
122186	180	0
122187	447	447
122188	115	0
122189	120	0
122190	15	0
122191	127	0
122192	20	0
122193	142	0
122194	196	0
122195	140	0
122196	4	0
122197	230	0
122198	72	0
122199	808	808
122200	132	0
122201	486	486
122202	338	338
122203	75	0
122204	27	0
122205	35	0
122206	140	0
122207	241	0
122208	7	0
122209	85	0
122210	280	0
122211	350	350
122212	141	0
122213	156	0
122214	41	0
122215	75	0
122216	558	558
122217	37	0
122218	56	0
122219	11	0
122220	258	0
122221	128	0
122222	37	0
122223	66	0
122224	198	0
122225	270	0
122226	194	0
122227	34	0
122228	383	383
122229	66	0
122230	1	0
122231	43	0
122232	426	426
122233	223	0
122234	9	0
122235	747	747
122236	136	0
122237	38	0
122238	45	0
122239	268	0
122240	70	0
122241	311	0
122242	199	0
122243	83	0
122244	42	0
122245	286	0
122246	63	0
122247	527	527
122248	62	0
122249	583	583
122250	144	0
122251	63	0
122252	81	0
122253	98	0
122254	315	0
122255	45	0
122256	65	0
122257	114	0
122258	93	0
122259	254	0
122260	41	0
122261	79	0
122262	174	0
122263	10	0
122264	309	0
122265	4	0
122266	239	0
122267	177	0
122268	328	328
122269	35	0
122270	237	0
122271	225	0
122272	491	491
122273	144	0
122274	148	0
122275	173	0
122276	288	0
122277	112	0
122278	119	0
122279	15	0
122280	75	0
122281	11	0
122282	52	0
122283	208	0
122284	178	0
122285	141	0
122286	159	0
122287	228	0
122288	253	0
122289	199	0
122290	54	0
122291	196	0
122292	100	0
122293	105	0
122294	55	0
122295	42	0
122296	4	0
122297	121	0
122298	27	0
122299	45	0
122300	37	0
122301	399	399
122302	48	0
122303	66	0
122304	249	0
122305	61	0
122306	413	413
122307	26	0
122308	56	0
122309	280	0
122310	489	489
122311	163	0
122312	422	422
122313	21	0
122314	28	0
122315	3	0
122316	38	0
122317	66	0
122318	74	0
122319	11	0
122320	296	0
122321	459	459
122322	12	0
122323	82	0
122324	184	0
122325	2	0
122326	173	0
122327	79	0
122328	241	0
122329	26	0
122330	77	0
122331	2	0
122332	6	0
122333	143	0
122334	1	0
122335	3	0
122336	2	0
122337	80	0
122338	19	0
122339	154	0
122340	40	0
122341	220	0
122342	12	0
122343	225	0
122344	39	0
122345	29	0
122346	85	0
122347	67	0
122348	63	0
122349	262	0
122350	18	0
122351	571	571
122352	205	0
122353	154	0
122354	611	611
122355	41	0
122356	65	0
122357	7	0
122358	777	777
122359	104	0
122360	279	0
122361	400	400
122362	32	0
122363	213	0
122364	222	0
122365	109	0
122366	300	0
122367	1	0
122368	137	0
122369	32	0
122370	273	0
122371	46	0
122372	30	0
122373	78	0
122374	70	0
122375	163	0
122376	341	341
122377	103	0
122378	578	578
122379	318	0
122380	224	0
122381	279	0
122382	149	0
122383	362	362
122384	160	0
122385	39	0
122386	234	0
122387	156	0
122388	239	0
122389	167	0
122390	18	0
122391	245	0
122392	525	525
122393	218	0
122394	70	0
122395	30	0
122396	392	392
122397	194	0
122398	95	0
122399	42	0
122400	31	0
122401	434	434
122402	266	0
122403	22	0
122404	109	0
122405	37	0
122406	106	0
122407	62	0
122408	218	0
122409	30	0
122410	874	874
122411	72	0
122412	122	0
122413	74	0
122414	67	0
122415	73	0
122416	98	0
122417	150	0
122418	180	0
122419	173	0
122420	63	0
122421	43	0
122422	59	0
122423	36	0
122424	337	337
122425	11	0
122426	16	0
122427	330	330
122428	65	0
122429	208	0
122430	1875	1875
122431	365	365
122432	120	0
122433	14	0
122434	181	0
122435	61	0
122436	169	0
122437	30	0
122438	8	0
122439	3	0
122440	75	0
122441	162	0
122442	270	0
122443	61	0
122444	214	0
122445	116	0
122446	212	0
122447	115	0
122448	95	0
122449	392	392
122450	73	0
122451	186	0
122452	156	0
122453	105	0
122454	35	0
122455	65	0
122456	125	0
122457	67	0
122458	16	0
122459	129	0
122460	183	0
122461	60	0
122462	28	0
122463	8	0
122464	62	0
122465	22	0
122466	26	0
122467	197	0
122468	198	0
122469	1	0
122470	279	0
122471	531	531
122472	36	0
122473	164	0
122474	31	0
122475	143	0
122476	44	0
122477	119	0
122478	172	0
122479	25	0
122480	390	390
122481	68	0
122482	47	0
122483	131	0
122484	87	0
122485	441	441
122486	125	0
122487	230	0
122488	33	0
122489	125	0
122490	243	0
122491	408	408
122492	246	0
122493	171	0
122494	275	0
122495	235	0
122496	41	0
122497	76	0
122498	451	451
122499	172	0
122500	383	383
122501	427	427
122502	46	0
122503	186	0
122504	47	0
122505	256	0
122506	108	0
122507	191	0
122508	260	0
122509	664	664
122510	602	602
122511	170	0
122512	30	0
122513	339	339
122514	7	0
122515	71	0
122516	153	0
122517	83	0
122518	545	545
122519	14	0
122520	115	0
122521	132	0
122522	566	566
122523	261	0
122524	129	0
122525	70	0
122526	45	0
122527	179	0
122528	22	0
122529	34	0
122530	328	328
122531	68	0
122532	126	0
122533	68	0
122534	73	0
122535	295	0
122536	104	0
122537	105	0
122538	437	437
122539	33	0
122540	163	0
122541	144	0
122542	72	0
122543	36	0
122544	134	0
122545	57	0
122546	925	925
122547	57	0
122548	74	0
122549	768	768
122550	119	0
122551	131	0
122552	420	420
122553	38	0
122554	58	0
122555	94	0
122556	14	0
122557	250	0
122558	366	366
122559	358	358
122560	597	597
122561	236	0
122562	61	0
122563	4	0
122564	379	379
122565	84	0
122566	269	0
122567	3	0
122568	23	0
122569	503	503
122570	30	0
122571	327	327
122572	305	0
122573	269	0
122574	118	0
122575	34	0
122576	9	0
122577	4	0
122578	67	0
122579	41	0
122580	61	0
122581	55	0
122582	212	0
122583	150	0
122584	201	0
122585	29	0
122586	31	0
122587	13	0
122588	303	0
122589	13	0
122590	125	0
122591	190	0
122592	112	0
122593	405	405
122594	179	0
122595	44	0
122596	161	0
122597	78	0
122598	43	0
122599	225	0
122600	303	0
122601	63	0
122602	132	0
122603	69	0
122604	40	0
122605	67	0
122606	70	0
122607	160	0
122608	129	0
122609	747	747
122610	127	0
122611	219	0
122612	29	0
122613	25	0
122614	444	444
122615	454	454
122616	6	0
122617	161	0
122618	49	0
122619	20	0
122620	58	0
122621	15	0
122622	334	334
122623	51	0
122624	379	379
122625	90	0
122626	41	0
122627	10	0
122628	1	0
122629	35	0
122630	726	726
122631	284	0
122632	180	0
122633	130	0
122634	398	398
122635	692	692
122636	2	0
122637	98	0
122638	452	452
122639	37	0
122640	48	0
122641	135	0
122642	527	527
122643	467	467
122644	284	0
122645	37	0
122646	30	0
122647	408	408
122648	86	0
122649	729	729
122650	85	0
122651	572	572
122652	374	374
122653	56	0
122654	0	0
122655	181	0
122656	1	0
122657	270	0
122658	52	0
122659	16	0
122660	12	0
122661	35	0
122662	16	0
122663	94	0
122664	60	0
122665	945	945
122666	369	369
122667	181	0
122668	141	0
122669	89	0
122670	138	0
122671	25	0
122672	6	0
122673	77	0
122674	333	333
122675	363	363
122676	10	0
122677	22	0
122678	143	0
122679	8	0
122680	204	0
122681	224	0
122682	280	0
122683	66	0
122684	182	0
122685	182	0
122686	324	324
122687	86	0
122688	72	0
122689	110	0
122690	130	0
122691	17	0
122692	40	0
122693	229	0
122694	144	0
122695	9	0
122696	324	324
122697	62	0
122698	27	0
122699	35	0
122700	91	0
122701	158	0
122702	259	0
122703	28	0
122704	337	337
122705	75	0
122706	265	0
122707	141	0
122708	84	0
122709	117	0
122710	251	0
122711	79	0
122712	62	0
122713	374	374
122714	221	0
122715	187	0
122716	458	458
122717	84	0
122718	12	0
122719	294	0
122720	99	0
122721	438	438
122722	2	0
122723	138	0
122724	166	0
122725	29	0
122726	46	0
122727	166	0
122728	141	0
122729	162	0
122730	114	0
122731	139	0
122732	89	0
122733	424	424
122734	583	583
122735	178	0
122736	129	0
122737	10	0
122738	157	0
122739	272	0
122740	441	441
122741	39	0
122742	207	0
122743	89	0
122744	77	0
122745	114	0
122746	148	0
122747	107	0
122748	840	840
122749	254	0
122750	40	0
122751	41	0
122752	28	0
122753	488	488
122754	226	0
122755	109	0
122756	4	0
122757	491	491
122758	139	0
122759	10	0
122760	151	0
122761	137	0
122762	55	0
122763	559	559
122764	228	0
122765	55	0
122766	373	373
122767	61	0
122768	11	0
122769	81	0
122770	91	0
122771	159	0
122772	30	0
122773	285	0
122774	104	0
122775	11	0
122776	203	0
122777	151	0
122778	111	0
122779	21	0
122780	302	0
122781	241	0
122782	377	377
122783	25	0
122784	31	0
122785	153	0
122786	235	0
122787	435	435
122788	24	0
122789	629	629
122790	380	380
122791	4	0
122792	55	0
122793	48	0
122794	460	460
122795	39	0
122796	0	0
122797	218	0
122798	7	0
122799	298	0
122800	48	0
122801	489	489
122802	41	0
122803	216	0
122804	175	0
122805	208	0
122806	534	534
122807	71	0
122808	219	0
122809	94	0
122810	0	0
122811	36	0
122812	19	0
122813	46	0
122814	10	0
122815	189	0
122816	408	408
122817	278	0
122818	210	0
122819	755	755
122820	250	0
122821	404	404
122822	377	377
122823	199	0
122824	87	0
122825	46	0
122826	153	0
122827	235	0
122828	157	0
122829	31	0
122830	120	0
122831	191	0
122832	390	390
122833	118	0
122834	1	0
122835	54	0
122836	330	330
122837	5	0
122838	47	0
122839	100	0
122840	12	0
122841	23	0
122842	69	0
122843	241	0
122844	62	0
122845	768	768
122846	664	664
122847	235	0
122848	25	0
122849	516	516
122850	117	0
122851	135	0
122852	59	0
122853	21	0
122854	48	0
122855	189	0
122856	379	379
122857	369	369
122858	93	0
122859	58	0
122860	93	0
122861	384	384
122862	86	0
122863	20	0
122864	175	0
122865	314	314
122866	10	0
122867	149	0
122868	61	0
122869	273	0
122870	259	0
122871	130	0
122872	527	527
122873	811	811
122874	85	0
122875	135	0
122876	256	0
122877	70	0
122878	157	0
122879	197	0
122880	213	0
122881	4	0
122882	840	840
122883	4	0
122884	178	0
122885	211	0
122886	226	0
122887	34	0
122888	307	307
122889	196	0
122890	105	0
122891	78	0
122892	121	0
122893	21	0
122894	473	473
122895	91	0
122896	93	0
122897	543	543
122898	118	0
122899	263	0
122900	239	0
122901	47	0
122902	54	0
122903	216	0
122904	99	0
122905	373	373
122906	3	0
122907	76	0
122908	46	0
122909	71	0
122910	91	0
122911	84	0
122912	71	0
122913	18	0
122914	55	0
122915	309	309
122916	913	913
122917	253	0
122918	186	0
122919	518	518
122920	150	0
122921	127	0
122922	0	0
122923	27	0
122924	61	0
122925	353	353
122926	54	0
122927	1	0
122928	415	415
122929	182	0
122930	33	0
122931	686	686
122932	31	0
122933	437	437
122934	440	440
122935	141	0
122936	74	0
122937	120	0
122938	56	0
122939	281	0
122940	60	0
122941	64	0
122942	358	358
122943	298	0
122944	18	0
122945	62	0
122946	30	0
122947	140	0
122948	727	727
122949	105	0
122950	253	0
122951	117	0
122952	2	0
122953	1242	1242
122954	78	0
122955	445	445
122956	41	0
122957	20	0
122958	108	0
122959	23	0
122960	81	0
122961	492	492
122962	251	0
122963	88	0
122964	64	0
122965	21	0
122966	96	0
122967	207	0
122968	12	0
122969	413	413
122970	124	0
122971	17	0
122972	123	0
122973	30	0
122974	116	0
122975	21	0
122976	90	0
122977	66	0
122978	77	0
122979	158	0
122980	68	0
122981	9	0
122982	184	0
122983	6	0
122984	86	0
122985	540	540
122986	33	0
122987	35	0
122988	215	0
122989	45	0
122990	180	0
122991	219	0
122992	428	428
122993	1	0
122994	197	0
122995	14	0
122996	98	0
122997	216	0
122998	135	0
122999	292	0
123000	115	0
123001	916	916
123002	81	0
123003	367	367
123004	487	487
123005	404	404
123006	35	0
123007	202	0
123008	276	0
123009	64	0
123010	80	0
123011	360	360
123012	185	0
123013	293	0
123014	274	0
123015	297	0
123016	88	0
123017	361	361
123018	82	0
123019	206	0
123020	30	0
123021	127	0
123022	350	350
123023	780	780
123024	10	0
123025	138	0
123026	140	0
123027	17	0
123028	176	0
123029	281	0
123030	130	0
123031	190	0
123032	28	0
123033	542	542
123034	185	0
123035	240	0
123036	23	0
123037	331	331
123038	12	0
123039	357	357
123040	79	0
123041	84	0
123042	107	0
123043	187	0
123044	161	0
123045	385	385
123046	188	0
123047	29	0
123048	158	0
123049	263	0
123050	53	0
123051	119	0
123052	359	359
123053	181	0
123054	94	0
123055	64	0
123056	34	0
123057	46	0
123058	338	338
123059	287	0
123060	243	0
123061	18	0
123062	56	0
123063	165	0
123064	93	0
123065	565	565
123066	53	0
123067	146	0
123068	31	0
123069	193	0
123070	130	0
123071	148	0
123072	295	0
123073	300	300
123074	659	659
123075	191	0
123076	104	0
123077	283	0
123078	411	411
123079	663	663
123080	199	0
123081	424	424
123082	239	0
123083	622	622
123084	288	0
123085	242	0
123086	359	359
123087	62	0
123088	93	0
123089	178	0
123090	102	0
123091	30	0
123092	59	0
123093	26	0
123094	40	0
123095	182	0
123096	168	0
123097	223	0
123098	107	0
123099	35	0
123100	198	0
123101	167	0
123102	352	352
123103	63	0
123104	241	0
123105	7	0
123106	322	322
